# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE84474|cut_and_run|Homo sapiens; Saccharomyces cerevisiae|126|GSE84474_Cut-and-Run_extract_protocol.rtf.gz(9KB), GSE84474_Cut_and_Run_human.rtf.gz(9KB), GSE84474_Cut_and_Run_human_size_selection.rtf.gz(9KB), GSE84474_Cut-and-Run_PEG_protocol.rtf.gz(2KB), GSE84474_Cut-and-Run_spike-in_protocol.rtf.gz(2KB), GSE84474_Cut-and-Run_total_DNA_protocol.rtf.gz(2KB), GSE84474_Native_ChIP.rtf.gz(9KB), GSE84474_RAW.tar(9.7GB)|epigenetics,microbiology,cell_stress,gene_regulation|Cut-and-Run in situ factor profiling maps DNA binding and 3D contact sites at high resolution|Unlike Chromatin Immunoprecipitation ChIP fragments solubilizes total allowing high-resolution mapping probing local environment applied yeast human nuclei yielded precise transcription profiles|
GSE268056|cut_and_run|Homo sapiens|9|GSE268056_RAW.tar(212MB)|cancer,immunology,infectious_disease|Epstein-Barr virus protein EBNA-LP engages YY1 through leucine-rich motifs to promote naïve B cell transformation [Cut&Run]|EBV numerous cancers lymphomas vitro transforms primary cells immortalized Lymphoblastoid Lines LCLs serves model viral proteins malignancies induced cellular driven EBV-Nuclear Antigens EBNAs|
GSE264275|cut_and_tag|Homo sapiens|32|GSE264275_RAW.tar(658MB)|cancer,development,cell_stress|Gene Amplification of Mediator Subunit 30 Redirects the MYC Transcriptional Program and Oncogenesis [Cut&Tag]|Understanding molecular tumorigenesis crucial developing effective cancer therapies investigate common co-amplification MED30 across diverse types impact oncogenic programs profiling single|
GSE254352|cut_and_tag|Homo sapiens; Mus musculus|9|GSE254352_RAW.tar(2.6GB)|immunology,infectious_disease,crispr_gene_editing|CUT&TAG analysis of R-loops in Mcm8 knockout MEFs and CUT&TAG analysis of R-loops and MCM8-binding sites in HEK293 cells|reveal suppressing accumulation assay antibody map genome-wide wildtype conducted detect Ddx5 downregulated adenovirus infection control investigate molecular DNA sequencing libraries against|
GSE252156|cut_and_run|Mus musculus|28|GSE252156_RAW.tar(1.7GB)|neuroscience,development,skeletal_muscle,cell_stress,gene_regulation|Cysteine Rich Protein 2 is a copper-responsive regulator of skeletal muscle differentiation. [CUT&Run]|essential trace element diverse biological reactions respiration neurotransmitter synthesis oxidative stress transcriptional regulation homeostasis disrupted several pathological conditions develop|
GSE223410|cut_and_tag|Mus musculus|4|GSE223410_RAW.tar(321MB)|immunology,kidney|CUT&Tag analysis of R-loops in Ube2t knockdown P19 cells (optimized)|DNA sequencing libraries antibody control|
GSE268623|cut_and_run|Mus musculus|24|GSE268623_RAW.tar(2.9GB)|cancer,immunology,development,epigenetics,gene_regulation|Dynamic Foxp3-chromatin interaction controls tunable Treg cell function [Cut&Run Foxp3 Batf Ets1]|Nuclear factor determines regulatory fate via investigate nature Foxp3-mediated gene regulation suppressing autoimmunity antitumor immune response Contrasting previous models binding regulated|
GSE254872|cut_and_tag|Homo sapiens|3|GSE254872_RAW.tar(738MB)|cell_stress|YY1 is involved in homologous recombination inhibition at guanine quadruplex sites in human cells|key process repairing DNA double strand breaks promoting genetic diversity occurs unevenly throughout genome G-quadruplexes G4s stable secondary structures widely present across regulating gene|
GSE250350|cut_and_run|Drosophila melanogaster|24|GSE250350_RAW.tar(829MB)|development,epigenetics,reproduction,cell_stress|Genome organization regulates nuclear pore complex formation and promotes differentiation during Drosophila oogenesis [CUT&RUN]|expression cell fate transitions germline stem cells GSCs oocytes involves changes mediated heterochromatin NPC represses germ-cell NPCs anchor silenced periphery maintaining silencing allow oocyte|
GSE268305|cut_and_run|Homo sapiens|5|GSE268305_RAW.tar(122MB)|cancer,immunology,infectious_disease|Epstein-Barr virus protein EBNA-LP engages YY1 through leucine-rich motifs to promote naïve B cell transformation|EBV numerous cancers lymphomas vitro transforms primary cells immortalized Lymphoblastoid Lines LCLs serves model viral proteins malignancies induced cellular driven EBV-Nuclear Antigens EBNAs|
GSE268234|cut_and_tag|Mus musculus|4|GSE268234_RAW.tar(169MB)|gut_intestine,gene_regulation|CUT&Tag sequencing of large intestinal ILC2s from mice|investigate transcriptional regulation Xbp1s sorted analyze target|
GSE245100|cut_and_run|Mus musculus|12|GSE245100_RAW.tar(1.6GB)|cancer,immunology,development,epigenetics,gene_regulation|Dynamic Foxp3-chromatin interaction controls tunable Treg cell function [Cut&Run Foxp3 Batf]|Nuclear factor determines regulatory fate via investigate nature Foxp3-mediated gene regulation suppressing autoimmunity antitumor immune response Contrasting previous models binding regulated|
GSE236964|cut_and_run|Drosophila melanogaster|51|GSE236964_CrGFP-HP1chromo_3LW-wing_GFP-CnR.bw(62MB), GSE236964_GFP-HP1a_3LW-wing_GFP-CnR.bw(4MB), GSE236964_H3K9me3-peaks.bed.gz(43KB), GSE236964_hp1chromo_3LW-wing_H3K9me3-CnR.bw(117MB), GSE236964_hp1chromo_3LW-wing_HP1-CnR.bw(66MB), GSE236964_hp1control_3LW-wing_H3K9me3-CnR.bw(95MB), GSE236964_hp1control_3LW-wing_HP1-CnR.bw(56MB), GSE236964_HP1-peaks.bed.gz(33KB), GSE236964_hwt_3LW-wing_H3K27me3-CnR.bw(710KB), GSE236964_hwt_3LW-wing_H3K9me3-CnR.bw(65MB), GSE236964_hwt_3LW-wing_HP1-CnR.bw(25MB), GSE236964_k9r_3LW-wing_H3K27me3-CnR.bw(543KB), GSE236964_k9r_3LW-wing_H3K9me3-CnR.bw(108MB), GSE236964_k9r_3LW-wing_HP1-CnR.bw(29MB), GSE236964_tgGFP-HP1a_3LW-wing_GFP-CnR.bw(94MB), GSE236964_yw_3LW-wing_H3K9me3-CnR.bw(94MB), GSE236964_yw-gfp-blacklist.bed.gz(14KB)|epigenetics,plant_biology,cell_stress,rna_biology,cell_cycle|Heterochromatic 3D genome organization is directed by HP1a and H3K9-dependent and independent mechanisms[CUT&RUN]|histone post-translational modifications proteins bind them drive unanswered evaluate contribution H3K9-methylated constitutive heterochromatin Drosophila tissues predominant organizational feature|
GSE232953|cut_and_run|Rattus norvegicus|8|GSE232953_RAW.tar(699MB)|neuroscience,development,epigenetics,fibrosis_wound,aging,cell_stress|Small-molecule-induced epigenetic rejuvenation overcomes myelinogenic barriers and stimulates myelin repair [Cut&Run]|Failure oligodendrocytes remyelinate underlies diseases multiple sclerosis silencing prevents producing sheaths demyelinating lesions developed transgenic reporter system identify modulator|
GSE260782|cut_and_run|Homo sapiens|12|GSE260782_CUT_RUN.xlsx(56MB)|cancer,skeletal_muscle,gene_regulation,cell_cycle,signal_transduction|VGLL2-NCOA2 and TEAD1-NCOA2 fusions recruited p300 to drive TEAD-dependent transcription (CUT&RUN)|vestigial like family proteins thought regulate interacting domain factors primary mediators Hippo pathway functional regulation poorly characterized explored molecular two generated recurrent|
GSE267661|cut_and_tag|Homo sapiens|4|GSE267661_All.xls.gz(217B)|cardiovascular,metabolism,epigenetics,cell_stress,rna_biology,eye_vision|Histone lactylation-mediated NSUN2 transcriptional activation dictates choroidal neovascularization through promoting AKAP2 mRNA expression [CUT&Tag]|Background widespread post-transcriptional modification N5-methylcytosine m5C implicated variety cellular responses processes regulate metabolism Despite clear understanding angiogenesis still|
GSE252003|cut_and_tag|Homo sapiens|93|GSE252003_H3K36ME3.counts.tab.gz(2MB), GSE252003_H3K36ME3.qqnorm.tab.gz(4MB)|gut_intestine,drug_response,rna_biology,signal_transduction|Cryptic splicing mediates genetic and therapeutic perturbation of human gene expression levels [Cut&Tag]|Alternative genes widely viewed enhancing proteomic diversity impact without increasing protein producing unproductive transcripts targeted rapid degradation nonsense-mediated decay NMD relative|
GSE239324|cut_and_run|Homo sapiens|16|GSE239324_DKO_CTCF.bw(84MB), GSE239324_DKO_CTCF.narrowPeak.gz(757KB), GSE239324_EV_CTCF.bw(87MB), GSE239324_EV_CTCF.narrowPeak.gz(670KB), GSE239324_FGF18_CTCF.bw(81MB), GSE239324_FGF18_CTCF.narrowPeak.gz(982KB), GSE239324_K562_Ctrl.broadPeak.gz(1MB), GSE239324_K562_Ctrl.bw(72MB), GSE239324_K562_GR.broadPeak.gz(790KB), GSE239324_K562_GR.bw(72MB), GSE239324_S2_CTCF.bw(75MB), GSE239324_S2_CTCF.narrowPeak.gz(848KB), GSE239324_THP1_Ctrl.broadPeak.gz(1MB), GSE239324_THP1_Ctrl.bw(80MB), GSE239324_THP1_GR.broadPeak.gz(662KB), GSE239324_THP1_GR.bw(88MB)|cancer,development,epigenetics,crispr_gene_editing|Super-silencer perturbation by EZH2 and REST inhibition leads to large loss of chromatin interactions and reduction in cancer growth [Cut&Run]|Human silencers exist regulate developmental gene expression functional importance needs elucidated form super-silencers linked progression interrogating two putative components FGF18 nearby|
GSE244396|cut_and_run|Homo sapiens|20|GSE244396_RAW.tar(2.1GB)|immunology,epigenetics|Binding Changes in Chromatin Factors Upon Targeted XPO1 Inhibition in T Cells|assessed localization p300 response C646 S109 SP100030 CUT RUN sequencing lower-input 500 000 per sample higher-sensitivity alternative ChIP-Seq assess different|
GSE266268|cut_and_tag|Homo sapiens|5|GSE266268_RAW.tar(562MB)|development,metabolism,epigenetics,signal_transduction|ENL reads histone β-hydroxybutyrylation to modulate gene transcription (CUT&Tag)|modifications typically recognized chromatin-binding protein modules referred readers mediate fundamental processes Lysine Kbhb new type mark couples metabolism expression prefer elusive knowledge|
GSE254692|cut_and_run|Mus musculus|28|GSE254692_RAW.tar(592MB)|neuroscience,development,drug_response,signal_transduction|A conserved molecular logic for neurogenesis to gliogenesis switch in the cerebral cortex [CUT&RUN 22]|development neural stem cells NSCs radial glial RGCs generate excitatory neurons followed production cortical macroglia inhibitory migrate olfactory bulb Understanding lineage fundamental unraveling|
GSE254691|cut_and_run|Mus musculus|24|GSE254691_e16smo_cn_k27ac_3samp_mm10.stringent.peaks.bed.trk.bigBed(592KB), GSE254691_e16smo_cn_k27m3_3samp_mm10.stringent.peaks.bed.trk.bigBed(83KB), GSE254691_e16smo_cn_k4me3_3samp_mm10.stringent.peaks.bed.trk.bigBed(612KB), GSE254691_e16smo_cy_k27ac_3samp_mm10.stringent.peaks.bed.trk.bigBed(638KB), GSE254691_e16smo_cy_k27m3_3samp_mm10.stringent.peaks.bed.trk.bigBed(210KB), GSE254691_e16smo_cy_k4me3_3samp_mm10.stringent.peaks.bed.trk.bigBed(190KB)|neuroscience,development,drug_response,signal_transduction|A conserved molecular logic for neurogenesis to gliogenesis switch in the cerebral cortex [CUT&RUN]|development neural stem cells NSCs radial glial RGCs generate excitatory neurons followed production cortical macroglia inhibitory migrate olfactory bulb Understanding lineage fundamental unraveling|
GSE234337|cut_and_tag|Homo sapiens|6|GSE234337_RAW.tar(1.0GB)|cancer,epigenetics,gene_regulation|Occupancy profiling of HAND2, MEIS2 and TCF4 by CUT&Tag from Neuroblastoma cells|master transcription factors TFs create interconnected core regulatory circuitry CRC directly occupying other super-enhancers SEs leads high levels expression inside Additionally cooperatively|
GSE266204|cut_and_tag|Toxoplasma gondii|4|GSE266204_RAW.tar(23MB)|immunology,infectious_disease,reproduction,gene_regulation,cell_cycle|Cyclical transcription factor AP2XII-9 is a key activator for asexual division and apicoplast inheritance in Toxoplasma gondii tachyzoite|intracellular parasitic protozoan poses risk pregnant women immunocompromised individuals tachyzoites duplicate rapidly host cells acute infection endodyogeny highly regulated process accompanied|
GSE231884|cut_and_tag|Glycine max|4|GSE231884_RAW.tar(707MB)|epigenetics,plant_biology,signal_transduction|Histone demethylases JMJ19 and JMJ20 interact with LUX2 to mediate flowering time and adaptation in soybean [CHIP-seq]|critical trait determine regional yield crops Evening Complex components LUX1 ELF3a latitudes regulating largely GmJMJ19 GmJMJ20 gene paralogs encoding JmjC-domain containing proteins co-express|
GSE266243|cut_and_tag|Mus musculus|6|GSE266243_RAW.tar(515MB)|metabolism,epigenetics,fibrosis_wound,kidney,cell_stress|PFKFB3 drives renal fibrosis through promoting histone lactylation-mediated NF-    B activation [CUT&Tag]|Persistently elevated glycolysis kidney demonstrated promote chronic disease largely key glycolytic enzyme remarkably induced proximal tubular cells following ischemia-reperfusion injury mice|
GSE263084|cut_and_run|Homo sapiens|6|GSE263084_RAW.tar(490MB)|epigenetics,infectious_disease,gene_regulation|Auricular Malformations Driven by Copy Number Variations in a Hierarchical Enhancer Cluster and Dominant Enhancer Recapitulates Human Pathogenesis [CUT&RUN]|Enhancers combinatorial action transcription factors TFs dictate spatial specificity levels expression aberrations diseases While HMX1 downstream ear bilateral constricted BCE identify CNV containing|
GSE261538|cut_and_tag|Danio rerio|18|GSE261538_RAW.tar(150MB)|development,epigenetics,fibrosis_wound,gene_regulation|CUT&Tag Reveals a Return of Embryonic H3K4me3 Patterns During Zebrafish Adult Tail Fin Regeneration (CUT&Tag)|Regenerative potential governed complex process transcriptional reprogramming involving chromatin reorganization dynamics transcription factor binding throughout genome degree epigenetic changes|
GSE253712|cut_and_run|Mus musculus|13|GSE253712_Spleen_Isolated_Cells_ARID1A_cutRun_mm10_Peaks.zip(36MB)|cancer,gene_regulation|IRF4 requires ARID1A to establish plasma cell identity in multiple myeloma (CUT&RUN mouse 13)|incurable malignancy cells exploits transcriptional networks underpinning normal biology drive malignant growth survival transcription factor serves principal architect addicted expression discover|
GSE253711|cut_and_run|Homo sapiens|8|GSE253711_SKMM1_ARID1A_IRF4_cutRun_Peaks.zip(16MB)|cancer,gene_regulation|IRF4 requires ARID1A to establish plasma cell identity in multiple myeloma (CUT&RUN human 8).|incurable malignancy cells exploits transcriptional networks underpinning normal biology drive malignant growth survival transcription factor serves principal architect addicted expression discover|
GSE253708|cut_and_run|Homo sapiens|6|GSE253708_SKMM1_IRF4_KO_cutRun_Peaks.zip(90MB)|cancer,gene_regulation|IRF4 requires ARID1A to establish plasma cell identity in multiple myeloma (CUT&RUN human 6)|incurable malignancy cells exploits transcriptional networks underpinning normal biology drive malignant growth survival transcription factor serves principal architect addicted expression discover|
GSE253707|cut_and_run|Homo sapiens|32|GSE253707_SKMM1_NCIH929_noTreatment_cutRun_Peaks.zip(31MB)|cancer,gene_regulation|IRF4 requires ARID1A to establish plasma cell identity in multiple myeloma (CUT&RUN human 32)|incurable malignancy cells exploits transcriptional networks underpinning normal biology drive malignant growth survival transcription factor serves principal architect addicted expression discover|
GSE252157|cut_and_run|Homo sapiens|2|GSE252157_RAW.tar(404MB)|development,epigenetics,drug_response,gene_regulation|Large-scale discovery of potent, compact and lineage specific enhancers for gene therapy vectors [CUT&RUN]|Regulation expression cell development differentiation chiefly orchestrated distal noncoding regulatory elements precisely modulate selective activity rely cellular context specificity DNA express|
GSE226006|cut_and_tag|Homo sapiens; Mus musculus|32|GSE226006_RAW.tar(3.4GB)|metabolism,epigenetics,aging,skeletal_muscle,cell_stress,gene_regulation,signal_transduction|Histone Lactylation Antagonizes Senescence and Skeletal Muscle Aging by Modulating Aging-Related Pathways [CUT&Tag]|Epigenetic alterations among prominent drivers cellular and/or plays pivotal counteracting mitigating dysfunctions aged mice Mechanistically lactyl-CoA levels markedly decrease restored under hypoxic|
GSE222232|cut_and_tag|Mus musculus|6|GSE222232_RAW.tar(119MB)|cancer,immunology,development,epigenetics,drug_response|DOT1L controls NK cell maturation and lineage integrity [CUT&TAG]|Epigenetic modifiers promising targets improve therapies patients cancer Targeting methyltransferase small molecule inhibitors effects cancerous cells molecules given systemically profound impact|
GSE239636|cut_and_run|Mus musculus|60|GSE239636_RAW.tar(8.4GB)|cancer,development,epigenetics,gene_regulation|Cancer-associated Histone H3 N-terminal arginine mutations disrupt PRC2 activity and impair differentiation [CUT&RUN]|Dysregulated epigenetic states hallmark often arise genetic alterations regulators includes missense histones together DNA form nucleosome core particles oncogenic most unknown arginines tail|
GSE227129|cut_and_tag|Mus musculus|29|GSE227129_RAW.tar(1.5GB)|cancer,development,epigenetics,drug_response|PRMT1 Promotes Epigenetic Reprogramming Associated with Acquired Chemoresistance in Pancreatic Cancer|Ductal Adenocarcinoma PDAC extremely poor prognosis due late diagnosis therapeutic cells undergo progressive global landscape process acquiring inhibitor screen Protein Arginine methyltransferase|
GSE247071|cut_and_tag|Homo sapiens|49|GSE247071_RAW.tar(7.1GB)|neuroscience,development,epigenetics,gene_regulation,signal_transduction|MECP2 directly interacts with RNA polymerase II to modulate transcription in human neurons. [CUT&Tag]|Mutations methyl-DNA-binding protein cause neurodevelopmental disorder Rett syndrome RTT contributes transcriptional regulation normal disease states unresolved reported activator repressor describe|
GSE246634|cut_and_run|Homo sapiens|70|GSE246634_RAW.tar(17.7GB)|development,epigenetics,reproduction,plant_biology,rna_biology|XIST dampens X chromosome activity in a SPEN-dependent manner during early human development [CUT&RUN]|long non-coding RNA responsible inactivation XCI placental mammals accumulates chromosomes female pre-implantation embryos without triggering silencing XACT co-accumulates active antagonize cells|
GSE239738|cut_and_tag|Mus musculus|42|GSE239738_RAW.tar(407MB)|immunology,neuroscience,development,epigenetics,skeletal_muscle,hematopoiesis,gene_regulation|Histone modification in dendritic cell progenitors and dendritic cells|understand Irf8 enhancers expression cDC1 differentiation Cleavage Under Targets Tagmentation CUT Tag H3K27ac bone marrow splenocytes wild-type enhancer-deficient mice Phenotypic integrated|
GSE238253|cut_and_tag|Homo sapiens|6|GSE238253_RAW.tar(136MB)|cancer,aging,drug_response|Rapid and synchronous chemical induction of replicative-like senescence via a small molecule inhibitor [CUT&TAG]|Cellular now acknowledged key contributor organismal ageing late-life disease popular vitro complicated prolonged asynchronous timing cells committing paracrine effects address issues repurposed|
GSE224813|cut_and_tag|Homo sapiens|4|GSE224813_RAW.tar(647MB)|cancer,hematopoiesis|Identifying STRN3-RARA as a new fusion gene for acute promyelocytic leukemia [CUT&TAG]|APL distinct subtype myeloid generally driven PML-RARA resulting balanced chromosomal translocation q24 q21 approximately patients carry other variants RARA-fusions pose challenges diagnosis|
GSE254994|cut_and_run|Parascaris univalens|26|GSE254994_RAW.tar(2.5GB)|development,infectious_disease|Chromosome fusion and programmed DNA elimination shape karyotypes of parasitic nematodes [CUT&RUN]|growing list metazoans undergo PDE amount selectively lost genome development leads removal ends germline chromosomes several species eliminates sequences interior leading increased number somatic|
GSE255047|cut_and_tag|Homo sapiens|6|GSE255047_RAW.tar(325MB)|cancer|A Repressive Type of TEAD4 Condensation and Engineering a Glue Peptide Therapy Against Cancer [Cut&Tag]|Transcriptional factors TFs act central determinants coordinate cell death survival differentially modulating gene expression systematically many forming condensates stressed cells sharp contrast|
GSE261527|cut_and_run|Homo sapiens|6|GSE261527_RAW.tar(377MB)|development,skin|Role of CASZ1 in keratinocyte differentiation [CUT&RUN]|indentified essential regulator epidermal program|
GSE252764|cut_and_run|Homo sapiens|24|GSE252764_RAW.tar(2.3GB), GSE252764_Tnaive.IL12.STAT4.e2b1.narrowPeak.gz(373KB), GSE252764_Tnaive.IL12.STAT4.e2b2.narrowPeak.gz(534KB), GSE252764_Tnaive.IL12.STAT4.e2b3.narrowPeak.gz(108KB), GSE252764_Tnaive.NT.STAT4.e2b1.narrowPeak.gz(435B), GSE252764_Tnaive.NT.STAT4.e2b2.narrowPeak.gz(268B), GSE252764_Tnaive.NT.STAT4.e2b3.narrowPeak.gz(472B), GSE252764_Treg.IL12.STAT4.e2b1.narrowPeak.gz(349KB), GSE252764_Treg.IL12.STAT4.e2b2.narrowPeak.gz(569KB), GSE252764_Treg.IL12.STAT4.e2b3.narrowPeak.gz(313KB), GSE252764_Treg.NT.STAT4.e2b1.narrowPeak.gz(1KB), GSE252764_Treg.NT.STAT4.e2b2.narrowPeak.gz(559B), GSE252764_Treg.NT.STAT4.e2b3.narrowPeak.gz(712B)|immunology,development,drug_response|IL-12 drives the diferentiation of human T follicular regulatory cells [CUT&RUN]|Tfr counteract cell-helper activity helper Tfh hinder production antibodies against self-antigens allergens mechanistic understanding cues initiating differentiation Treg instrumental therapeutic|
